Time(s);Average Density;Relative Energy;Maximal Velocity
11.981212;1.000364;-10605.750000;77.295403
11.982212;1.000416;-10605.750000;77.305145
11.983212;1.000449;-10605.750000;77.314880
11.984213;1.000315;-10604.000000;77.324623
11.985213;1.000302;-10606.000000;77.334358
11.986214;1.000389;-10609.500000;77.344101
11.987214;1.000404;-10610.500000;77.353844
11.988214;1.000382;-10611.500000;77.363586
11.989215;1.000379;-10610.750000;77.373329
11.990215;1.000324;-10611.250000;77.383064
11.991216;1.000244;-10612.250000;77.392807
11.992216;1.000196;-10612.750000;77.402550
11.993217;1.000300;-10612.500000;77.412292
11.994217;1.000341;-10615.250000;77.422028
11.995217;1.000357;-10616.000000;77.431770
11.996218;1.000500;-10621.500000;77.441513
11.997218;1.000535;-10621.750000;77.451256
11.998219;1.000491;-10618.750000;77.460991
11.999219;1.000411;-10617.000000;77.470734
12.000219;1.000442;-10621.750000;77.480476
12.001220;1.000650;-10631.500000;77.490219
12.002220;1.000583;-10631.750000;77.499962
12.003221;1.000542;-10627.500000;77.509697
12.004221;1.000467;-10627.000000;77.519440
12.005221;1.000527;-10628.250000;77.529182
12.006222;1.000580;-10630.000000;77.538925
12.007222;1.000437;-10625.500000;77.548668
12.008223;1.000355;-10624.500000;77.558403
12.009223;1.000353;-10626.000000;77.568146
12.010223;1.000456;-10627.750000;77.577888
12.011224;1.000446;-10629.250000;77.587631
12.012224;1.000421;-10629.500000;77.597374
12.013225;1.000380;-10630.500000;77.607109
12.014225;1.000381;-10631.250000;77.616852
12.015225;1.000411;-10631.500000;77.626595
12.016226;1.000468;-10630.000000;77.636337
12.017226;1.000403;-10628.250000;77.646080
12.018227;1.000456;-10629.500000;77.655823
12.019227;1.000415;-10630.000000;77.665558
12.020227;1.000527;-10631.000000;77.675301
12.021228;1.000477;-10631.750000;77.685043
12.022228;1.000453;-10631.750000;77.694786
12.023229;1.000502;-10634.250000;77.704521
12.024229;1.000419;-10635.750000;77.714264
12.025229;1.000387;-10636.500000;77.724007
12.026230;1.000407;-10636.000000;77.733749
12.027230;1.000509;-10639.000000;77.743492
12.028231;1.000448;-10640.750000;77.753235
12.029231;1.000515;-10638.000000;77.762970
12.030231;1.000455;-10632.250000;77.772720
12.031232;1.000331;-10628.000000;77.782455
12.032232;1.000372;-10629.000000;77.792198
12.033233;1.000550;-10635.750000;77.801941
12.034233;1.000648;-10636.750000;77.811684
12.035233;1.000588;-10630.000000;77.821426
12.036234;1.000569;-10621.250000;77.831169
12.037234;1.000346;-10617.000000;77.840912
12.038235;1.000365;-10617.000000;77.850647
12.039235;1.000489;-10620.500000;77.860390
12.040236;1.000609;-10626.500000;77.870132
12.041236;1.000586;-10631.500000;77.879875
12.042236;1.000544;-10633.000000;77.889618
12.043237;1.000529;-10633.500000;77.899361
12.044237;1.000520;-10636.250000;77.909103
12.045238;1.000550;-10635.250000;77.918846
12.046238;1.000492;-10631.500000;77.928581
12.047238;1.000482;-10632.500000;77.938324
12.048239;1.000653;-10637.500000;77.948067
12.049239;1.000666;-10633.000000;77.957809
12.050240;1.000579;-10628.500000;77.967552
12.051240;1.000565;-10628.500000;77.977295
12.052240;1.000531;-10627.500000;77.987038
12.053241;1.000556;-10629.750000;77.996780
12.054241;1.000526;-10630.500000;78.006523
12.055242;1.000577;-10629.750000;78.016258
12.056242;1.000568;-10627.500000;78.026001
12.057242;1.000593;-10626.250000;78.035744
12.058243;1.000617;-10625.500000;78.045486
12.059243;1.000664;-10627.750000;78.055229
12.060244;1.000745;-10626.750000;78.064972
12.061244;1.000681;-10624.500000;78.074715
12.062244;1.000624;-10625.750000;78.084457
12.063245;1.000625;-10623.500000;78.094200
12.064245;1.000619;-10624.250000;78.103943
12.065246;1.000626;-10629.250000;78.113686
12.066246;1.000589;-10629.250000;78.123428
12.067246;1.000616;-10629.000000;78.133171
12.068247;1.000655;-10627.750000;78.142914
12.069247;1.000699;-10631.250000;78.152649
12.070248;1.000606;-10634.250000;78.162392
12.071248;1.000655;-10636.750000;78.172134
12.072248;1.000621;-10638.000000;78.181877
12.073249;1.000636;-10639.250000;78.191620
12.074249;1.000630;-10646.000000;78.201363
12.075250;1.000759;-10656.000000;78.211105
12.076250;1.000709;-10656.500000;78.220848
12.077250;1.000669;-10656.000000;78.230591
12.078251;1.000632;-10657.750000;78.240334
12.079251;1.000744;-10660.500000;78.250076
12.080252;1.000739;-10659.250000;78.259819
12.081252;1.000614;-10658.250000;78.269562
12.082253;1.000686;-10662.250000;78.279305
12.083253;1.000757;-10667.250000;78.289047
12.084253;1.000714;-10665.000000;78.298790
12.085254;1.000655;-10660.750000;78.308533
12.086254;1.000590;-10660.750000;78.318275
12.087255;1.000633;-10665.750000;78.328011
12.088255;1.000684;-10670.000000;78.337761
12.089255;1.000642;-10666.500000;78.347504
12.090256;1.000594;-10664.750000;78.357239
12.091256;1.000618;-10668.500000;78.366982
12.092257;1.000696;-10674.500000;78.376732
12.093257;1.000699;-10672.250000;78.386475
12.094257;1.000604;-10670.000000;78.396217
12.095258;1.000609;-10673.250000;78.405960
12.096258;1.000674;-10676.250000;78.415703
12.097259;1.000643;-10677.000000;78.425438
12.098259;1.000683;-10675.250000;78.435181
12.099259;1.000725;-10672.250000;78.444923
12.100260;1.000657;-10675.000000;78.454674
12.101260;1.000663;-10670.750000;78.464417
12.102261;1.000632;-10668.500000;78.474152
12.103261;1.000496;-10669.750000;78.483894
12.104261;1.000512;-10672.500000;78.493645
12.105262;1.000519;-10674.750000;78.503387
12.106262;1.000538;-10677.500000;78.513130
12.107263;1.000546;-10679.500000;78.522873
12.108263;1.000584;-10682.500000;78.532608
12.109263;1.000548;-10682.000000;78.542358
12.110264;1.000598;-10685.500000;78.552101
12.111264;1.000541;-10691.750000;78.561844
12.112265;1.000602;-10692.500000;78.571587
12.113265;1.000651;-10691.750000;78.581329
12.114265;1.000570;-10692.250000;78.591072
12.115266;1.000502;-10691.250000;78.600815
12.116266;1.000553;-10691.750000;78.610558
12.117267;1.000473;-10701.250000;78.620300
12.118267;1.000551;-10716.500000;78.630043
12.119267;1.000652;-10730.000000;78.639786
12.120268;1.000654;-10731.000000;78.649529
12.121268;1.000612;-10726.750000;78.659271
12.122269;1.000556;-10723.000000;78.669014
12.123269;1.000596;-10724.500000;78.678757
12.124269;1.000505;-10720.750000;78.688499
12.125270;1.000529;-10720.750000;78.698242
12.126270;1.000583;-10721.000000;78.707985
12.127271;1.000670;-10720.000000;78.717735
12.128271;1.000523;-10722.750000;78.727470
12.129272;1.000593;-10734.000000;78.737213
12.130272;1.000683;-10737.500000;78.746964
12.131272;1.000654;-10731.250000;78.756706
12.132273;1.000574;-10725.500000;78.766449
12.133273;1.000581;-10727.500000;78.776192
12.134274;1.000587;-10727.500000;78.785934
12.135274;1.000589;-10730.250000;78.795677
12.136274;1.000568;-10735.250000;78.805420
12.137275;1.000653;-10737.250000;78.815163
12.138275;1.000597;-10735.500000;78.824905
12.139276;1.000547;-10738.250000;78.834648
12.140276;1.000624;-10743.250000;78.844391
12.141276;1.000544;-10740.000000;78.854141
12.142277;1.000593;-10742.500000;78.863884
12.143277;1.000693;-10752.000000;78.873627
12.144278;1.000649;-10753.250000;78.883369
12.145278;1.000628;-10755.750000;78.893112
12.146278;1.000744;-10751.000000;78.902855
12.147279;1.000627;-10742.500000;78.912598
12.148279;1.000587;-10739.250000;78.922340
12.149280;1.000646;-10740.750000;78.932091
12.150280;1.000644;-10743.000000;78.941833
12.151280;1.000606;-10743.000000;78.951576
12.152281;1.000608;-10739.750000;78.961319
12.153281;1.000790;-10746.750000;78.971062
12.154282;1.000800;-10751.000000;78.980804
12.155282;1.000792;-10740.000000;78.990547
12.156282;1.000671;-10726.250000;79.000290
12.157283;1.000628;-10721.500000;79.010040
12.158283;1.000557;-10724.250000;79.019783
12.159284;1.000624;-10727.750000;79.029526
12.160284;1.000705;-10731.250000;79.039268
12.161284;1.000733;-10738.000000;79.049011
12.162285;1.000794;-10738.000000;79.058754
12.163285;1.000754;-10734.000000;79.068497
12.164286;1.000659;-10738.750000;79.078247
12.165286;1.000710;-10745.750000;79.087990
12.166286;1.000765;-10751.250000;79.097733
12.167287;1.000706;-10747.250000;79.107475
12.168287;1.000708;-10743.500000;79.117218
12.169288;1.000752;-10748.750000;79.126961
12.170288;1.000811;-10746.000000;79.136711
12.171288;1.000760;-10743.750000;79.146454
12.172289;1.000735;-10743.500000;79.156197
12.173289;1.000776;-10740.500000;79.165939
12.174290;1.000758;-10741.750000;79.175682
12.175290;1.000780;-10747.750000;79.185425
12.176291;1.000845;-10742.000000;79.195168
12.177291;1.000830;-10735.000000;79.204918
12.178291;1.000710;-10741.500000;79.214661
12.179292;1.000814;-10748.750000;79.224403
12.180292;1.000794;-10737.500000;79.234146
12.181293;1.000701;-10730.250000;79.243889
12.182293;1.000691;-10734.250000;79.253632
12.183293;1.000734;-10735.000000;79.263382
12.184294;1.000747;-10726.250000;79.273125
12.185294;1.000740;-10724.750000;79.282867
12.186295;1.000683;-10728.750000;79.292610
12.187295;1.000683;-10728.500000;79.302353
12.188295;1.000694;-10737.000000;79.312103
12.189296;1.000704;-10740.000000;79.321846
12.190296;1.000687;-10735.500000;79.331589
12.191297;1.000660;-10736.750000;79.341331
12.192297;1.000655;-10743.250000;79.351082
12.193297;1.000695;-10748.750000;79.360825
12.194298;1.000680;-10743.750000;79.370567
12.195298;1.000638;-10744.500000;79.380310
12.196299;1.000629;-10751.250000;79.390060
12.197299;1.000746;-10757.000000;79.399796
12.198299;1.000725;-10750.500000;79.409546
12.199300;1.000656;-10746.250000;79.419289
12.200300;1.000705;-10754.500000;79.429039
12.201301;1.000747;-10762.750000;79.438782
12.202301;1.000722;-10766.000000;79.448524
12.203301;1.000711;-10762.500000;79.458267
12.204302;1.000778;-10754.250000;79.468010
12.205302;1.000687;-10746.250000;79.477760
12.206303;1.000633;-10746.250000;79.487503
12.207303;1.000710;-10752.250000;79.497246
12.208303;1.000677;-10751.750000;79.506989
12.209304;1.000663;-10750.000000;79.516731
12.210304;1.000661;-10749.250000;79.526482
12.211305;1.000626;-10750.000000;79.536224
12.212305;1.000607;-10757.000000;79.545967
12.213305;1.000647;-10757.750000;79.555710
12.214306;1.000597;-10758.000000;79.565460
12.215306;1.000613;-10758.750000;79.575203
12.216307;1.000662;-10764.000000;79.584946
12.217307;1.000613;-10763.750000;79.594688
12.218307;1.000603;-10763.000000;79.604439
12.219308;1.000674;-10764.500000;79.614182
12.220308;1.000561;-10762.500000;79.623924
12.221309;1.000697;-10764.250000;79.633667
12.222309;1.000658;-10770.500000;79.643417
12.223310;1.000642;-10773.000000;79.653160
12.224310;1.000737;-10771.750000;79.662910
12.225310;1.000705;-10762.750000;79.672653
12.226311;1.000592;-10756.250000;79.682396
12.227311;1.000560;-10753.500000;79.692139
12.228312;1.000572;-10755.500000;79.701889
12.229312;1.000671;-10765.750000;79.711632
12.230312;1.000696;-10775.000000;79.721375
12.231313;1.000717;-10777.250000;79.731125
12.232313;1.000626;-10768.500000;79.740868
12.233314;1.000601;-10758.000000;79.750610
12.234314;1.000540;-10757.250000;79.760353
12.235314;1.000518;-10762.000000;79.770103
12.236315;1.000628;-10771.250000;79.779846
12.237315;1.000643;-10773.750000;79.789589
12.238316;1.000622;-10774.000000;79.799339
12.239316;1.000566;-10779.250000;79.809082
12.240316;1.000673;-10782.250000;79.818825
12.241317;1.000700;-10780.250000;79.828568
12.242317;1.000600;-10779.250000;79.838318
12.243318;1.000559;-10783.250000;79.848061
12.244318;1.000665;-10791.000000;79.857811
12.245318;1.000670;-10787.750000;79.867554
12.246319;1.000593;-10785.500000;79.877296
12.247319;1.000616;-10786.750000;79.887039
12.248320;1.000668;-10785.250000;79.896790
12.249320;1.000609;-10779.500000;79.906532
12.250320;1.000505;-10776.250000;79.916275
12.251321;1.000551;-10775.250000;79.926025
12.252321;1.000587;-10780.250000;79.935768
12.253322;1.000557;-10783.500000;79.945511
12.254322;1.000549;-10784.000000;79.955261
12.255322;1.000561;-10784.750000;79.965004
12.256323;1.000562;-10787.500000;79.974747
12.257323;1.000593;-10786.000000;79.984497
12.258324;1.000680;-10779.000000;79.994240
12.259324;1.000507;-10772.250000;80.003983
12.260324;1.000514;-10775.000000;80.013733
12.261325;1.000543;-10781.250000;80.023476
12.262325;1.000605;-10784.250000;80.033226
12.263326;1.000592;-10786.500000;80.042969
12.264326;1.000581;-10785.750000;80.052711
12.265326;1.000556;-10777.750000;80.062462
12.266327;1.000458;-10776.500000;80.072205
12.267327;1.000518;-10777.500000;80.081947
12.268328;1.000547;-10779.500000;80.091698
12.269328;1.000419;-10779.500000;80.101440
12.270329;1.000451;-10784.250000;80.111183
12.271329;1.000547;-10786.500000;80.120934
12.272329;1.000470;-10786.250000;80.130676
12.273330;1.000443;-10790.750000;80.140427
12.274330;1.000542;-10794.250000;80.150169
12.275331;1.000537;-10795.750000;80.159912
12.276331;1.000502;-10798.000000;80.169662
12.277331;1.000508;-10798.000000;80.179405
12.278332;1.000535;-10800.500000;80.189156
12.279332;1.000510;-10802.750000;80.198898
12.280333;1.000495;-10806.250000;80.208649
12.281333;1.000481;-10806.500000;80.218391
12.282333;1.000485;-10810.250000;80.228134
12.283334;1.000501;-10816.750000;80.237885
12.284334;1.000553;-10818.750000;80.247627
12.285335;1.000554;-10815.250000;80.257378
12.286335;1.000550;-10811.750000;80.267120
12.287335;1.000513;-10810.750000;80.276863
12.288336;1.000455;-10815.500000;80.286613
12.289336;1.000442;-10820.500000;80.296356
12.290337;1.000516;-10821.750000;80.306107
12.291337;1.000482;-10819.250000;80.315849
12.292337;1.000448;-10816.500000;80.325592
12.293338;1.000462;-10819.250000;80.335342
12.294338;1.000502;-10817.750000;80.345085
12.295339;1.000552;-10816.000000;80.354828
12.296339;1.000562;-10818.500000;80.364578
12.297339;1.000585;-10817.750000;80.374329
12.298340;1.000496;-10813.500000;80.384071
12.299340;1.000515;-10812.750000;80.393814
12.300341;1.000519;-10812.000000;80.403564
12.301341;1.000603;-10810.000000;80.413307
12.302341;1.000453;-10810.500000;80.423058
12.303342;1.000499;-10819.250000;80.432800
12.304342;1.000589;-10825.500000;80.442551
12.305343;1.000540;-10829.000000;80.452293
12.306343;1.000539;-10826.250000;80.462036
12.307343;1.000507;-10824.000000;80.471786
12.308344;1.000456;-10824.500000;80.481529
12.309344;1.000471;-10824.250000;80.491280
12.310345;1.000471;-10824.250000;80.501022
12.311345;1.000437;-10823.500000;80.510773
12.312346;1.000461;-10825.750000;80.520515
12.313346;1.000452;-10826.750000;80.530266
12.314346;1.000517;-10828.250000;80.540009
12.315347;1.000548;-10833.250000;80.549759
12.316347;1.000615;-10841.250000;80.559502
12.317348;1.000656;-10842.750000;80.569252
12.318348;1.000580;-10835.250000;80.578995
12.319348;1.000472;-10832.500000;80.588745
12.320349;1.000475;-10836.750000;80.598488
12.321349;1.000503;-10836.250000;80.608238
12.322350;1.000519;-10836.250000;80.617981
12.323350;1.000519;-10835.000000;80.627731
12.324350;1.000542;-10839.750000;80.637474
12.325351;1.000547;-10841.000000;80.647217
12.326351;1.000556;-10837.750000;80.656967
12.327352;1.000497;-10836.250000;80.666710
12.328352;1.000553;-10836.750000;80.676460
12.329352;1.000420;-10837.000000;80.686203
12.330353;1.000510;-10842.250000;80.695953
12.331353;1.000552;-10847.000000;80.705696
12.332354;1.000520;-10847.250000;80.715446
12.333354;1.000484;-10843.000000;80.725189
12.334354;1.000422;-10838.750000;80.734940
12.335355;1.000387;-10841.500000;80.744682
12.336355;1.000428;-10845.250000;80.754433
12.337356;1.000437;-10846.500000;80.764175
12.338356;1.000477;-10849.500000;80.773926
12.339356;1.000582;-10855.500000;80.783676
12.340357;1.000549;-10856.500000;80.793419
12.341357;1.000567;-10851.750000;80.803162
12.342358;1.000517;-10844.750000;80.812912
12.343358;1.000457;-10839.000000;80.822662
12.344358;1.000395;-10841.500000;80.832405
12.345359;1.000491;-10846.000000;80.842155
12.346359;1.000459;-10846.250000;80.851898
12.347360;1.000483;-10842.500000;80.861649
12.348360;1.000555;-10837.750000;80.871391
12.349360;1.000521;-10832.250000;80.881142
12.350361;1.000462;-10823.250000;80.890884
12.351361;1.000437;-10820.000000;80.900635
12.352362;1.000473;-10821.500000;80.910378
12.353362;1.000538;-10824.750000;80.920128
12.354362;1.000509;-10825.250000;80.929871
12.355363;1.000538;-10822.750000;80.939621
12.356363;1.000592;-10819.000000;80.949371
12.357364;1.000575;-10816.750000;80.959114
12.358364;1.000602;-10816.500000;80.968864
12.359365;1.000523;-10819.500000;80.978607
12.360365;1.000521;-10826.250000;80.988358
12.361365;1.000587;-10833.500000;80.998108
12.362366;1.000568;-10833.750000;81.007851
12.363366;1.000563;-10838.250000;81.017601
12.364367;1.000595;-10843.000000;81.027344
12.365367;1.000587;-10841.500000;81.037094
12.366367;1.000543;-10838.250000;81.046837
12.367368;1.000550;-10838.250000;81.056587
12.368368;1.000538;-10843.000000;81.066338
12.369369;1.000588;-10847.750000;81.076080
12.370369;1.000604;-10848.750000;81.085831
12.371369;1.000598;-10843.750000;81.095573
12.372370;1.000553;-10845.500000;81.105324
12.373370;1.000594;-10853.250000;81.115067
12.374371;1.000650;-10854.750000;81.124817
12.375371;1.000589;-10846.000000;81.134560
12.376371;1.000524;-10843.000000;81.144310
12.377372;1.000535;-10849.250000;81.154060
12.378372;1.000613;-10847.750000;81.163803
12.379373;1.000546;-10846.750000;81.173553
12.380373;1.000540;-10850.000000;81.183296
12.381373;1.000602;-10855.000000;81.193047
12.382374;1.000561;-10859.000000;81.202797
12.383374;1.000616;-10855.500000;81.212540
12.384375;1.000634;-10852.500000;81.222290
12.385375;1.000639;-10845.250000;81.232040
12.386375;1.000612;-10841.500000;81.241783
12.387376;1.000548;-10840.500000;81.251534
12.388376;1.000552;-10838.250000;81.261276
12.389377;1.000612;-10845.000000;81.271027
12.390377;1.000627;-10847.750000;81.280777
12.391377;1.000599;-10845.750000;81.290520
12.392378;1.000548;-10844.500000;81.300270
12.393378;1.000467;-10848.750000;81.310020
12.394379;1.000567;-10853.750000;81.319763
12.395379;1.000618;-10856.250000;81.329514
12.396379;1.000614;-10856.000000;81.339256
12.397380;1.000556;-10852.000000;81.349007
12.398380;1.000555;-10851.000000;81.358757
12.399381;1.000543;-10851.750000;81.368500
12.400381;1.000535;-10851.000000;81.378250
12.401381;1.000489;-10854.500000;81.388000
12.402382;1.000571;-10858.500000;81.397743
12.403382;1.000624;-10858.000000;81.407494
12.404383;1.000562;-10853.750000;81.417244
12.405383;1.000539;-10850.500000;81.426987
12.406384;1.000502;-10850.500000;81.436737
12.407384;1.000513;-10850.500000;81.446487
12.408384;1.000470;-10846.500000;81.456230
12.409385;1.000481;-10852.000000;81.465981
12.410385;1.000572;-10860.500000;81.475731
12.411386;1.000545;-10861.250000;81.485474
12.412386;1.000538;-10858.250000;81.495224
12.413386;1.000629;-10855.750000;81.504974
12.414387;1.000563;-10856.750000;81.514717
12.415387;1.000510;-10853.750000;81.524467
12.416388;1.000406;-10851.250000;81.534218
12.417388;1.000461;-10857.000000;81.543961
12.418388;1.000545;-10863.250000;81.553711
12.419389;1.000538;-10864.250000;81.563461
12.420389;1.000596;-10863.250000;81.573204
12.421390;1.000551;-10857.500000;81.582954
12.422390;1.000575;-10855.750000;81.592705
12.423390;1.000594;-10853.750000;81.602448
12.424391;1.000540;-10852.250000;81.612198
12.425391;1.000513;-10856.250000;81.621948
12.426392;1.000575;-10859.750000;81.631691
12.427392;1.000645;-10857.500000;81.641441
12.428392;1.000552;-10855.250000;81.651192
12.429393;1.000501;-10856.000000;81.660934
12.430393;1.000502;-10859.250000;81.670685
12.431394;1.000572;-10867.250000;81.680435
12.432394;1.000545;-10870.250000;81.690186
12.433394;1.000490;-10868.250000;81.699936
12.434395;1.000475;-10866.250000;81.709679
12.435395;1.000547;-10867.250000;81.719429
12.436396;1.000537;-10870.250000;81.729179
12.437396;1.000457;-10877.500000;81.738922
12.438396;1.000529;-10884.000000;81.748672
12.439397;1.000547;-10884.750000;81.758423
12.440397;1.000521;-10879.500000;81.768166
12.441398;1.000514;-10878.750000;81.777916
12.442398;1.000523;-10879.750000;81.787666
12.443398;1.000565;-10885.000000;81.797417
12.444399;1.000594;-10884.000000;81.807159
12.445399;1.000571;-10877.750000;81.816910
12.446400;1.000534;-10876.000000;81.826660
12.447400;1.000562;-10875.250000;81.836403
12.448400;1.000531;-10873.250000;81.846153
12.449401;1.000523;-10872.250000;81.855904
12.450401;1.000484;-10874.000000;81.865654
12.451402;1.000490;-10879.000000;81.875397
12.452402;1.000498;-10882.250000;81.885147
12.453403;1.000532;-10879.000000;81.894897
12.454403;1.000521;-10873.000000;81.904648
12.455403;1.000462;-10875.250000;81.914391
12.456404;1.000501;-10879.250000;81.924141
12.457404;1.000564;-10880.500000;81.933891
12.458405;1.000538;-10872.750000;81.943642
12.459405;1.000496;-10873.500000;81.953392
12.460405;1.000449;-10877.500000;81.963135
12.461406;1.000539;-10880.750000;81.972885
12.462406;1.000571;-10874.000000;81.982635
12.463407;1.000480;-10860.500000;81.992386
12.464407;1.000450;-10855.000000;82.002129
12.465407;1.000513;-10865.250000;82.011879
12.466408;1.000606;-10872.250000;82.021629
12.467408;1.000558;-10871.000000;82.031380
12.468409;1.000581;-10869.750000;82.041122
12.469409;1.000559;-10862.500000;82.050873
12.470409;1.000480;-10860.000000;82.060623
12.471410;1.000543;-10870.750000;82.070374
12.472410;1.000654;-10875.000000;82.080116
12.473411;1.000628;-10867.750000;82.089867
12.474411;1.000614;-10856.250000;82.099617
12.475411;1.000507;-10856.250000;82.109367
12.476412;1.000489;-10854.500000;82.119118
12.477412;1.000487;-10853.750000;82.128868
12.478413;1.000491;-10857.750000;82.138611
12.479413;1.000444;-10860.000000;82.148361
12.480413;1.000408;-10860.250000;82.158112
12.481414;1.000435;-10862.250000;82.167862
12.482414;1.000447;-10869.500000;82.177605
12.483415;1.000508;-10881.250000;82.187355
12.484415;1.000584;-10890.750000;82.197105
12.485415;1.000634;-10890.250000;82.206856
12.486416;1.000479;-10887.000000;82.216606
12.487416;1.000503;-10892.000000;82.226357
12.488417;1.000547;-10893.250000;82.236099
12.489417;1.000489;-10897.000000;82.245850
12.490417;1.000551;-10901.000000;82.255600
12.491418;1.000515;-10901.000000;82.265350
12.492418;1.000474;-10903.500000;82.275101
12.493419;1.000544;-10906.500000;82.284843
12.494419;1.000496;-10905.000000;82.294594
12.495420;1.000454;-10899.750000;82.304344
12.496420;1.000471;-10900.250000;82.314095
12.497420;1.000448;-10900.000000;82.323845
12.498421;1.000453;-10902.000000;82.333595
12.499421;1.000561;-10906.750000;82.343338
12.500422;1.000553;-10912.000000;82.353088
12.501422;1.000537;-10915.750000;82.362839
12.502422;1.000539;-10916.500000;82.372589
12.503423;1.000533;-10920.250000;82.382339
12.504423;1.000526;-10921.500000;82.392090
12.505424;1.000493;-10919.250000;82.401840
12.506424;1.000495;-10917.000000;82.411583
12.507424;1.000521;-10919.750000;82.421333
12.508425;1.000507;-10919.250000;82.431084
12.509425;1.000513;-10919.750000;82.440834
12.510426;1.000433;-10923.000000;82.450584
12.511426;1.000468;-10922.250000;82.460335
12.512426;1.000488;-10924.250000;82.470085
12.513427;1.000447;-10923.750000;82.479836
12.514427;1.000466;-10925.500000;82.489578
12.515428;1.000503;-10930.000000;82.499329
12.516428;1.000580;-10927.750000;82.509079
12.517428;1.000525;-10923.500000;82.518829
12.518429;1.000520;-10924.500000;82.528580
12.519429;1.000544;-10922.500000;82.538330
12.520430;1.000503;-10921.500000;82.548080
12.521430;1.000446;-10921.250000;82.557831
12.522430;1.000428;-10923.500000;82.567574
12.523431;1.000508;-10925.750000;82.577324
12.524431;1.000459;-10928.000000;82.587074
12.525432;1.000544;-10928.000000;82.596825
12.526432;1.000489;-10926.500000;82.606575
12.527432;1.000495;-10929.500000;82.616325
12.528433;1.000466;-10932.000000;82.626076
12.529433;1.000462;-10934.000000;82.635826
12.530434;1.000502;-10935.500000;82.645569
12.531434;1.000525;-10940.250000;82.655319
12.532434;1.000525;-10940.250000;82.665070
12.533435;1.000519;-10934.000000;82.674820
12.534435;1.000498;-10931.500000;82.684570
12.535436;1.000458;-10930.500000;82.694321
12.536436;1.000441;-10933.750000;82.704071
12.537436;1.000478;-10940.250000;82.713821
12.538437;1.000587;-10944.000000;82.723572
12.539437;1.000566;-10943.250000;82.733322
12.540438;1.000551;-10940.750000;82.743073
12.541438;1.000493;-10935.250000;82.752823
12.542439;1.000502;-10933.500000;82.762566
12.543439;1.000566;-10932.500000;82.772316
12.544439;1.000500;-10928.000000;82.782066
12.545440;1.000483;-10928.750000;82.791817
12.546440;1.000459;-10931.000000;82.801567
12.547441;1.000494;-10933.000000;82.811317
12.548441;1.000463;-10935.250000;82.821068
12.549441;1.000512;-10935.250000;82.830818
12.550442;1.000500;-10932.000000;82.840569
12.551442;1.000414;-10933.750000;82.850319
12.552443;1.000414;-10937.500000;82.860069
12.553443;1.000488;-10942.000000;82.869820
12.554443;1.000478;-10943.750000;82.879562
12.555444;1.000448;-10943.000000;82.889313
12.556444;1.000430;-10944.250000;82.899071
12.557445;1.000413;-10947.250000;82.908821
12.558445;1.000513;-10953.500000;82.918564
12.559445;1.000516;-10953.000000;82.928322
12.560446;1.000421;-10952.000000;82.938065
12.561446;1.000412;-10952.000000;82.947815
12.562447;1.000487;-10955.250000;82.957565
12.563447;1.000491;-10956.250000;82.967316
12.564447;1.000473;-10955.500000;82.977066
12.565448;1.000481;-10953.500000;82.986816
12.566448;1.000421;-10952.750000;82.996567
12.567449;1.000471;-10959.500000;83.006317
12.568449;1.000573;-10967.750000;83.016068
12.569449;1.000606;-10968.250000;83.025818
12.570450;1.000552;-10959.500000;83.035568
12.571450;1.000604;-10956.000000;83.045319
12.572451;1.000622;-10957.250000;83.055069
12.573451;1.000642;-10954.250000;83.064819
12.574451;1.000549;-10951.250000;83.074570
12.575452;1.000560;-10950.250000;83.084320
12.576452;1.000556;-10944.750000;83.094070
12.577453;1.000587;-10936.500000;83.103821
12.578453;1.000612;-10942.500000;83.113571
12.579453;1.000695;-10950.250000;83.123322
12.580454;1.000699;-10945.250000;83.133072
12.581454;1.000581;-10933.250000;83.142822
12.582455;1.000574;-10925.000000;83.152573
12.583455;1.000529;-10920.250000;83.162323
12.584455;1.000547;-10923.500000;83.172073
12.585456;1.000607;-10930.500000;83.181824
12.586456;1.000633;-10934.750000;83.191574
12.587457;1.000620;-10931.250000;83.201324
12.588457;1.000512;-10929.750000;83.211075
12.589458;1.000561;-10939.000000;83.220825
12.590458;1.000629;-10944.000000;83.230576
12.591458;1.000566;-10938.750000;83.240326
12.592459;1.000569;-10933.250000;83.250076
12.593459;1.000562;-10934.500000;83.259827
12.594460;1.000576;-10936.250000;83.269577
12.595460;1.000572;-10931.750000;83.279327
12.596460;1.000565;-10928.750000;83.289078
12.597461;1.000555;-10937.500000;83.298828
12.598461;1.000620;-10948.000000;83.308578
12.599462;1.000606;-10948.750000;83.318329
12.600462;1.000661;-10943.750000;83.328079
12.601462;1.000597;-10936.250000;83.337830
12.602463;1.000579;-10938.000000;83.347580
12.603463;1.000655;-10945.000000;83.357330
12.604464;1.000673;-10942.000000;83.367081
12.605464;1.000615;-10934.250000;83.376831
12.606464;1.000572;-10932.250000;83.386581
12.607465;1.000631;-10934.250000;83.396332
12.608465;1.000638;-10937.750000;83.406090
12.609466;1.000652;-10945.750000;83.415833
12.610466;1.000640;-10948.500000;83.425591
12.611466;1.000640;-10946.500000;83.435341
12.612467;1.000618;-10941.500000;83.445091
12.613467;1.000570;-10937.750000;83.454842
12.614468;1.000575;-10937.250000;83.464592
12.615468;1.000557;-10938.500000;83.474342
