Time(s);Average Density;Relative Energy;Maximal Velocity
0.000000;1.000000;0.000000;0.000000
0.001000;1.000862;0.000000;0.045159
0.002000;1.000858;0.000000;0.088397
0.003000;1.000850;0.000000;0.130311
0.004000;1.000838;0.250000;0.169622
0.005000;1.000823;0.250000;0.205689
0.006000;1.000806;-0.250000;0.238031
0.007000;1.000785;0.000000;0.266371
0.008000;1.000765;-1.250000;0.290626
0.009000;1.000747;-1.250000;0.310905
0.010000;1.000726;-1.500000;0.327507
0.011000;1.000706;-1.500000;0.344585
0.012000;1.000695;-1.500000;0.361464
0.013000;1.000783;-2.000000;0.376394
0.014000;1.000772;-2.000000;0.389756
0.015000;1.000761;-2.000000;0.401962
0.016000;1.000751;-3.250000;0.413440
0.017000;1.000729;-3.500000;0.424603
0.018000;1.000723;-3.500000;0.435836
0.019000;1.000709;-4.250000;0.447474
0.020000;1.000710;-3.250000;0.459800
0.021000;1.000758;-0.750000;0.473016
0.022000;1.000767;-1.000000;0.487260
0.023000;1.000762;-0.500000;0.502579
0.024000;1.000744;0.750000;0.518975
0.025000;1.000750;1.500000;0.536391
0.026000;1.000729;2.250000;0.554735
0.027000;1.000736;2.500000;0.573879
0.028000;1.000742;3.000000;0.593685
0.029000;1.000772;3.750000;0.614002
0.030000;1.000785;3.000000;0.634676
0.031000;1.000773;3.000000;0.655580
0.032000;1.000782;2.500000;0.676591
0.033000;1.000766;2.750000;0.697611
0.034000;1.000763;3.000000;0.718563
0.035000;1.000758;3.250000;0.739392
0.036000;1.000765;3.000000;0.760072
0.037000;1.000776;2.750000;0.780595
0.038000;1.000791;2.000000;0.800973
0.039000;1.000799;0.500000;0.821236
0.040000;1.000805;0.000000;0.841426
0.041000;1.000788;1.000000;0.861576
0.042000;1.000786;0.750000;0.881741
0.043000;1.000773;0.250000;0.901958
0.044000;1.000782;0.250000;0.922268
0.045000;1.000759;0.000000;0.942710
0.046000;1.000757;0.250000;0.963310
0.047000;1.000732;-0.250000;0.984092
0.048000;1.000718;-1.000000;1.005068
0.049000;1.000699;0.000000;1.026239
0.050000;1.000689;-0.500000;1.047599
0.051000;1.000676;-0.750000;1.069126
0.052000;1.000667;-1.250000;1.090791
0.053000;1.000658;-1.500000;1.112565
0.054000;1.000654;-1.250000;1.134413
0.055000;1.000652;0.250000;1.156307
0.056000;1.000651;1.250000;1.178197
0.057000;1.000641;2.250000;1.200042
0.058000;1.000634;2.750000;1.221816
0.059000;1.000634;4.000000;1.243488
0.060000;1.000626;4.750000;1.265041
0.061000;1.000621;4.750000;1.286457
0.062000;1.000612;4.750000;1.307731
0.063000;1.000602;4.500000;1.328868
0.064000;1.000593;5.000000;1.349867
0.065000;1.000588;5.000000;1.370745
0.066000;1.000585;6.250000;1.391511
0.067000;1.000584;7.500000;1.412188
0.068000;1.000579;7.250000;1.432777
0.069000;1.000565;7.250000;1.453291
0.070000;1.000551;5.750000;1.473717
0.071000;1.000541;5.500000;1.494037
0.072000;1.000536;5.750000;1.514227
0.073000;1.000532;6.000000;1.534261
0.074000;1.000523;6.000000;1.554087
0.075000;1.000519;6.500000;1.573660
0.076000;1.000513;7.000000;1.592929
0.077000;1.000509;7.750000;1.611834
0.078000;1.000506;6.250000;1.630336
0.079000;1.000500;6.750000;1.648397
0.080000;1.000503;6.500000;1.665974
0.081000;1.000502;6.750000;1.683059
0.082000;1.000495;6.500000;1.699645
0.083000;1.000492;5.750000;1.715750
0.084000;1.000490;5.250000;1.731416
0.085000;1.000485;5.250000;1.746682
0.086000;1.000479;5.750000;1.761610
0.087000;1.000473;5.500000;1.776272
0.088000;1.000466;5.750000;1.790740
0.089000;1.000460;5.750000;1.805079
0.090000;1.000452;5.500000;1.819368
0.091000;1.000444;5.250000;1.833665
0.092000;1.000440;5.500000;1.848012
0.093000;1.000434;6.750000;1.862442
0.094000;1.000429;6.750000;1.876995
0.095000;1.000424;6.000000;1.891678
0.096000;1.000421;6.250000;1.906496
0.097000;1.000419;5.000000;1.921444
0.098000;1.000415;4.750000;1.936510
0.099000;1.000413;5.000000;1.951694
0.100000;1.000407;5.000000;1.966990
0.101000;1.000401;4.250000;1.982407
0.102000;1.000392;5.250000;1.997963
0.103000;1.000389;5.500000;2.013702
0.104000;1.000389;5.250000;2.029668
0.105000;1.000388;5.250000;2.045921
0.106000;1.000388;6.500000;2.062519
0.107000;1.000386;6.750000;2.079548
0.108000;1.000384;5.750000;2.097055
0.109000;1.000386;5.000000;2.115100
0.110000;1.000385;5.250000;2.133701
0.111000;1.000376;4.750000;2.152870
0.112000;1.000375;4.000000;2.172569
0.113000;1.000374;5.000000;2.192738
0.114000;1.000373;5.250000;2.213279
0.115000;1.000374;4.750000;2.234057
0.116000;1.000370;4.250000;2.254914
0.117000;1.000372;4.250000;2.275658
0.118000;1.000371;4.500000;2.296091
0.119000;1.000373;4.250000;2.316011
0.120000;1.000378;3.500000;2.335217
0.121000;1.000395;3.500000;2.353534
0.122000;1.000395;3.750000;2.370816
0.123000;1.000404;4.250000;2.386964
0.124000;1.000403;3.750000;2.401922
0.125000;1.000410;2.500000;2.415688
0.126000;1.000430;3.000000;2.428318
0.127000;1.000435;3.250000;2.439916
0.128000;1.000437;0.750000;2.450627
0.129000;1.000439;1.250000;2.460645
0.130000;1.000443;1.250000;2.470172
0.131000;1.000463;2.250000;2.479434
0.132000;1.000481;1.250000;2.488714
0.133000;1.000501;1.250000;2.498199
0.134000;1.000517;0.250000;2.507983
0.135000;1.000527;-0.750000;2.518287
0.136000;1.000534;-1.250000;2.529232
0.137000;1.000550;-0.750000;2.540886
0.138000;1.000561;-0.250000;2.553238
0.139000;1.000563;-0.250000;2.566229
0.140000;1.000582;-0.500000;2.579739
0.141000;1.000589;0.000000;2.593597
0.142000;1.000606;-0.750000;2.607589
0.143000;1.000612;-0.250000;2.621482
0.144000;1.000630;-1.750000;2.635037
0.145000;1.000644;-2.750000;2.648028
0.146000;1.000660;-4.000000;2.660261
0.147000;1.000662;-3.250000;2.671609
0.148000;1.000677;-2.250000;2.682003
0.149000;1.000691;-3.000000;2.691487
0.150000;1.000704;-3.250000;2.700193
0.151000;1.000718;-2.750000;2.708364
0.152000;1.000735;-3.500000;2.716346
0.153000;1.000731;-2.250000;2.724567
0.154000;1.000733;-3.250000;2.733519
0.155000;1.000735;-4.750000;2.743746
0.156000;1.000740;-4.500000;2.755810
0.157000;1.000749;-4.000000;2.770244
0.158000;1.000750;-5.250000;2.787525
0.159000;1.000760;-6.000000;2.808047
0.160000;1.000765;-6.250000;2.832074
0.161000;1.000769;-6.250000;2.859742
0.162000;1.000762;-4.750000;2.890999
0.163000;1.000763;-5.000000;2.925611
0.164000;1.000766;-5.500000;2.963186
0.165000;1.000769;-5.250000;3.003132
0.166000;1.000776;-6.750000;3.044698
0.167000;1.000785;-6.500000;3.087021
0.168000;1.000792;-6.500000;3.129139
0.169000;1.000782;-6.000000;3.172044
0.170000;1.000786;-7.750000;3.214489
0.171000;1.000787;-8.000000;3.254063
0.172000;1.000792;-9.250000;3.289945
0.173000;1.000785;-8.750000;3.321463
0.174000;1.000788;-8.750000;3.348178
0.175000;1.000793;-9.750000;3.369929
0.176000;1.000793;-10.000000;3.386832
0.177000;1.000791;-9.250000;3.399292
0.178000;1.000780;-10.250000;3.407990
0.179000;1.000787;-8.500000;3.413829
0.180000;1.000782;-9.250000;3.418416
0.181000;1.000781;-9.750000;3.423245
0.182000;1.000785;-9.000000;3.428437
0.183000;1.000779;-8.500000;3.434833
0.184000;1.000775;-8.500000;3.443906
0.185000;1.000771;-10.500000;3.456834
0.186000;1.000781;-11.250000;3.474623
0.187000;1.000785;-11.500000;3.497904
0.188000;1.000799;-10.750000;3.527032
0.189000;1.000803;-11.500000;3.562119
0.190000;1.000793;-10.750000;3.602968
0.191000;1.000784;-11.250000;3.649071
0.192000;1.000791;-12.250000;3.699577
0.193000;1.000782;-11.750000;3.753341
0.194000;1.000792;-12.750000;3.808926
0.195000;1.000794;-12.250000;3.864730
0.196000;1.000800;-11.750000;3.919059
0.197000;1.000790;-11.750000;3.970217
0.198000;1.000795;-12.000000;4.016610
0.199000;1.000782;-11.750000;4.056845
0.200000;1.000781;-12.000000;4.089825
0.201000;1.000776;-12.250000;4.114804
0.202000;1.000772;-12.500000;4.131437
0.203000;1.000777;-13.000000;4.140621
0.204000;1.000785;-13.750000;4.147758
0.205000;1.000777;-12.250000;4.152870
0.206000;1.000789;-13.250000;4.156087
0.207000;1.000805;-13.000000;4.159062
0.208000;1.000803;-12.000000;4.162059
0.209000;1.000798;-12.500000;4.165078
0.210000;1.000800;-11.500000;4.168118
0.211000;1.000796;-11.750000;4.171178
0.212000;1.000785;-11.250000;4.174256
0.213000;1.000782;-13.500000;4.177352
0.214000;1.000783;-12.250000;4.180465
0.215000;1.000777;-12.250000;4.183595
0.216000;1.000777;-13.250000;4.186743
0.217000;1.000776;-14.000000;4.189915
0.218000;1.000770;-14.500000;4.193118
0.219000;1.000764;-12.500000;4.196360
0.220000;1.000756;-12.750000;4.200423
0.221000;1.000739;-13.500000;4.205385
0.222000;1.000731;-14.500000;4.211244
0.223000;1.000724;-13.500000;4.217942
0.224000;1.000720;-13.500000;4.225363
0.225000;1.000726;-13.500000;4.233327
0.226000;1.000722;-12.500000;4.242613
0.227000;1.000714;-13.750000;4.253305
0.228000;1.000705;-14.500000;4.265213
0.229000;1.000697;-13.750000;4.278130
0.230000;1.000683;-13.250000;4.291842
0.231000;1.000675;-13.500000;4.307755
0.232000;1.000677;-14.000000;4.327112
0.233000;1.000677;-14.250000;4.349959
0.234000;1.000664;-13.000000;4.376215
0.235000;1.000661;-13.750000;4.405674
0.236000;1.000663;-12.250000;4.437998
0.237000;1.000659;-13.000000;4.472701
0.238000;1.000657;-12.000000;4.509250
0.239000;1.000660;-14.500000;4.547053
0.240000;1.000658;-14.500000;4.585506
0.241000;1.000658;-14.000000;4.623992
0.242000;1.000655;-14.000000;4.661926
0.243000;1.000658;-12.750000;4.698754
0.244000;1.000654;-12.500000;4.734015
0.245000;1.000651;-14.250000;4.767300
0.246000;1.000652;-14.500000;4.798449
0.247000;1.000654;-13.500000;4.827800
0.248000;1.000649;-13.250000;4.843900
0.249000;1.000654;-14.000000;4.842889
0.250000;1.000651;-16.000000;4.827798
0.251000;1.000646;-16.000000;4.803219
0.252000;1.000640;-16.250000;4.774593
0.253000;1.000637;-17.250000;4.747467
0.254000;1.000632;-18.250000;4.726912
0.255000;1.000638;-16.250000;4.716578
0.256000;1.000641;-15.500000;4.962555
0.257000;1.000629;-16.500000;5.231931
0.258000;1.000628;-15.500000;5.453436
0.259000;1.000624;-15.000000;5.602246
0.260000;1.000629;-13.750000;5.665044
0.261000;1.000633;-14.500000;5.642799
0.262000;1.000630;-14.750000;5.620955
0.263000;1.000615;-14.500000;5.599400
0.264000;1.000609;-14.750000;5.578012
0.265000;1.000600;-14.750000;5.556675
0.266000;1.000596;-15.000000;5.535287
0.267000;1.000597;-16.000000;5.513762
0.268000;1.000605;-14.750000;5.492186
0.269000;1.000603;-16.250000;5.470939
0.270000;1.000602;-15.500000;5.450006
0.271000;1.000598;-15.000000;5.429374
0.272000;1.000595;-15.750000;5.409029
0.273000;1.000596;-16.250000;5.388956
0.274000;1.000596;-16.250000;5.369144
0.275000;1.000589;-16.000000;5.349586
0.276000;1.000593;-14.500000;5.330280
0.277000;1.000591;-15.500000;5.311221
0.278000;1.000590;-15.500000;5.292408
0.279000;1.000601;-15.250000;5.273836
0.280000;1.000603;-16.750000;5.255503
0.281000;1.000606;-17.750000;5.237409
0.282000;1.000605;-16.750000;5.220793
0.283000;1.000599;-15.250000;5.206725
0.284000;1.000596;-15.750000;5.195343
0.285000;1.000595;-16.750000;5.186702
0.286000;1.000591;-18.250000;5.180768
0.287000;1.000591;-17.750000;5.177417
0.288000;1.000579;-19.250000;5.176454
0.289000;1.000589;-18.500000;5.177610
0.290000;1.000590;-17.750000;5.180560
0.291000;1.000593;-18.250000;5.184938
0.292000;1.000588;-18.750000;5.190341
0.293000;1.000582;-20.250000;5.196353
0.294000;1.000582;-19.250000;5.202559
0.295000;1.000581;-18.250000;5.208565
0.296000;1.000576;-19.750000;5.214012
0.297000;1.000572;-19.750000;5.218663
0.298000;1.000571;-21.000000;5.222385
0.299000;1.000579;-19.500000;5.225210
0.300000;1.000569;-18.250000;5.227277
0.301000;1.000569;-19.500000;5.228823
0.302000;1.000569;-18.500000;5.230191
0.303000;1.000567;-20.000000;5.238243
0.304000;1.000565;-19.500000;5.252400
0.305000;1.000553;-18.750000;5.266863
0.306000;1.000558;-20.250000;5.281594
0.307000;1.000543;-21.250000;5.296548
0.308000;1.000554;-22.000000;5.327223
0.309000;1.000555;-21.750000;5.355818
0.310000;1.000554;-21.500000;5.381038
0.311000;1.000562;-21.500000;5.403080
0.312000;1.000560;-21.000000;5.422281
0.313000;1.000563;-22.250000;5.439159
0.314000;1.000563;-22.750000;5.454328
0.314999;1.000554;-24.000000;5.468482
0.315999;1.000549;-23.750000;5.482297
0.316999;1.000544;-23.000000;5.498642
0.317999;1.000543;-23.500000;5.519427
0.318999;1.000554;-24.000000;5.544793
0.319999;1.000554;-23.750000;5.576391
0.320999;1.000565;-24.250000;5.634786
0.321999;1.000581;-24.750000;5.698380
0.322999;1.000585;-24.500000;5.764716
0.323999;1.000582;-26.250000;5.831204
0.324999;1.000593;-26.750000;5.895268
0.325999;1.000595;-26.250000;5.954710
0.326999;1.000594;-25.750000;6.008226
0.327999;1.000606;-24.750000;6.054109
0.328999;1.000608;-26.250000;6.091238
0.329999;1.000619;-25.000000;6.119504
0.330999;1.000629;-25.000000;6.139057
0.331999;1.000633;-25.000000;6.150448
0.332999;1.000634;-26.500000;6.154702
0.333999;1.000642;-27.000000;6.154879
0.334999;1.000642;-27.250000;6.155124
0.335999;1.000665;-26.500000;6.155437
0.336999;1.000658;-26.250000;6.156907
0.337999;1.000651;-26.750000;6.159642
0.338999;1.000651;-26.500000;6.163655
0.339999;1.000661;-27.250000;6.168900
0.340999;1.000659;-25.750000;6.175268
0.341999;1.000679;-29.500000;6.182601
0.342999;1.000685;-29.500000;6.191107
0.343999;1.000693;-30.000000;6.204686
0.344999;1.000730;-29.750000;6.223833
0.345999;1.000749;-31.250000;6.248277
0.346999;1.000762;-30.500000;6.277367
0.347999;1.000762;-31.500000;6.310130
0.348999;1.000773;-31.000000;6.345277
0.349999;1.000800;-31.000000;6.381320
0.350999;1.000810;-32.000000;6.416631
0.351999;1.000803;-33.250000;6.449563
0.352999;1.000806;-32.250000;6.478559
0.353999;1.000803;-31.500000;6.502249
0.354999;1.000822;-34.000000;6.519560
0.355999;1.000829;-34.500000;6.529786
0.356999;1.000831;-32.750000;6.532669
0.357999;1.000856;-33.750000;6.534184
0.358999;1.000861;-35.000000;6.535263
0.359999;1.000868;-35.750000;6.536360
0.360999;1.000869;-34.250000;6.537477
0.361999;1.000869;-35.000000;6.538612
0.362999;1.000858;-37.000000;6.539765
0.363999;1.000841;-37.250000;6.540938
0.364999;1.000849;-36.750000;6.542130
0.365999;1.000835;-35.500000;6.543340
0.366999;1.000826;-35.750000;6.544569
0.367999;1.000817;-37.500000;6.545817
0.368999;1.000827;-39.750000;6.547083
0.369999;1.000823;-37.750000;6.548369
0.370999;1.000811;-38.750000;6.549810
0.371999;1.000805;-40.250000;6.551926
0.372999;1.000804;-42.500000;6.554785
0.373999;1.000800;-40.000000;6.555811
0.374999;1.000810;-39.750000;6.554484
0.375999;1.000801;-39.750000;6.551479
0.376999;1.000795;-41.500000;6.547734
0.377999;1.000787;-42.500000;6.544305
0.378999;1.000776;-42.500000;6.542215
0.379999;1.000770;-41.500000;6.542305
0.380999;1.000765;-41.750000;6.545124
0.381999;1.000766;-42.500000;6.550840
0.382999;1.000745;-42.500000;6.559970
0.383999;1.000736;-40.500000;6.573121
0.384999;1.000741;-41.500000;6.591207
0.385999;1.000734;-41.000000;6.696721
0.386999;1.000733;-42.750000;6.787385
0.387999;1.000724;-42.250000;6.861766
0.388999;1.000713;-43.500000;6.922568
0.389999;1.000717;-43.250000;6.970764
0.390999;1.000722;-42.500000;7.007609
0.391998;1.000722;-42.000000;7.034781
0.392998;1.000716;-41.250000;7.054108
0.393998;1.000727;-43.500000;7.092193
0.394998;1.000725;-43.750000;7.178924
0.395998;1.000742;-43.250000;7.251289
0.396998;1.000753;-42.000000;7.307136
0.397998;1.000758;-43.500000;7.345506
0.398998;1.000762;-42.250000;7.366599
0.399998;1.000781;-42.000000;7.382109
0.400998;1.000796;-40.500000;7.393889
0.401998;1.000798;-42.750000;7.402039
0.402998;1.000801;-43.750000;7.406859
0.403998;1.000806;-42.000000;7.408830
0.404998;1.000822;-43.750000;7.409459
0.405998;1.000836;-43.500000;7.413212
0.406998;1.000879;-44.500000;7.419635
0.407998;1.000911;-45.750000;7.424975
0.408998;1.000939;-45.250000;7.429285
0.409998;1.000937;-45.750000;7.432647
0.410998;1.000963;-45.500000;7.435184
0.411998;1.000979;-45.500000;7.437040
0.412998;1.001013;-47.500000;7.441712
0.413998;1.001045;-48.250000;7.450445
0.414998;1.001069;-49.750000;7.463216
0.415998;1.001085;-49.500000;7.479693
0.416998;1.001132;-49.500000;7.499306
0.417998;1.001155;-49.000000;7.521287
0.418998;1.001162;-49.000000;7.544741
0.419998;1.001163;-50.000000;7.568647
0.420998;1.001180;-52.500000;7.591963
0.421998;1.001182;-52.750000;7.613630
0.422998;1.001193;-50.500000;7.632766
0.423998;1.001191;-50.750000;7.648676
0.424998;1.001203;-50.500000;7.716545
0.425998;1.001222;-51.250000;7.832569
0.426998;1.001235;-54.500000;7.988296
0.427998;1.001245;-54.000000;8.178039
0.428998;1.001245;-52.750000;8.388682
0.429998;1.001253;-54.750000;8.605752
0.430998;1.001235;-54.500000;8.814466
0.431998;1.001251;-54.250000;9.000675
0.432998;1.001253;-54.500000;9.151764
0.433998;1.001253;-55.500000;9.257577
0.434998;1.001236;-55.500000;9.311135
0.435998;1.001242;-54.750000;9.310387
0.436998;1.001234;-56.250000;9.309851
0.437998;1.001229;-56.750000;9.309457
0.438998;1.001208;-58.000000;9.309133
0.439998;1.001171;-55.750000;9.308804
0.440998;1.001140;-57.000000;9.308403
0.441998;1.001139;-57.000000;9.308712
0.442998;1.001148;-57.750000;9.309875
0.443998;1.001134;-56.750000;9.311837
0.444998;1.001130;-57.250000;9.314516
0.445998;1.001097;-56.000000;9.317801
0.446998;1.001080;-56.750000;9.321560
0.447998;1.001078;-55.750000;9.325639
0.448998;1.001065;-53.750000;9.329869
0.449998;1.001064;-56.500000;9.334075
0.450998;1.001054;-58.500000;9.338078
0.451998;1.001038;-56.000000;9.341702
0.452998;1.001035;-55.250000;9.344777
0.453998;1.001020;-56.750000;9.347158
0.454998;1.001006;-56.000000;9.348721
0.455998;1.000984;-55.000000;9.349370
0.456998;1.000971;-56.000000;9.349063
0.457998;1.000974;-54.500000;9.347800
0.458998;1.000973;-54.000000;9.345686
0.459998;1.000959;-53.500000;9.343554
0.460998;1.000946;-52.250000;9.341526
0.461998;1.000938;-53.000000;9.339592
0.462998;1.000930;-51.750000;9.337737
0.463998;1.000938;-53.250000;9.335949
0.464998;1.000921;-52.250000;9.334213
0.465998;1.000898;-54.750000;9.332517
0.466998;1.000892;-52.250000;9.330848
0.467998;1.000887;-53.750000;9.329329
0.468998;1.000882;-54.250000;9.328245
0.469997;1.000886;-53.250000;9.327665
0.470997;1.000901;-55.000000;9.327641
0.471997;1.000887;-56.250000;9.328200
0.472997;1.000901;-56.500000;9.329351
0.473997;1.000922;-56.750000;9.331207
0.474997;1.000915;-56.250000;9.334706
0.475997;1.000913;-56.000000;9.340020
0.476997;1.000917;-55.750000;9.347265
0.477997;1.000923;-55.250000;9.356497
0.478997;1.000918;-54.750000;9.367691
0.479997;1.000933;-53.500000;9.380746
0.480997;1.000939;-53.500000;9.395474
0.481997;1.000912;-54.000000;9.414828
0.482997;1.000915;-53.000000;9.439643
0.483997;1.000923;-53.500000;9.469715
0.484997;1.000916;-52.250000;9.504794
0.485997;1.000909;-54.750000;9.555153
0.486997;1.000914;-54.000000;9.633814
0.487997;1.000919;-51.750000;9.738506
0.488997;1.000912;-52.000000;9.865479
0.489997;1.000927;-53.000000;10.009646
0.490997;1.000936;-53.750000;10.164805
0.491997;1.000930;-52.500000;10.323941
0.492997;1.000937;-49.750000;10.479612
0.493997;1.000924;-50.250000;10.625271
0.494997;1.000907;-49.250000;10.757853
0.495997;1.000890;-51.000000;10.869019
0.496997;1.000893;-49.250000;10.952039
0.497997;1.000881;-50.000000;11.005075
0.498997;1.000894;-50.750000;11.032109
0.499997;1.000889;-51.750000;11.035159
0.500997;1.000901;-51.750000;11.032423
0.501997;1.000902;-52.000000;11.029723
0.502997;1.000905;-51.750000;11.027061
0.503997;1.000904;-51.750000;11.024436
0.504997;1.000899;-53.250000;11.021849
0.505997;1.000899;-52.000000;11.019295
0.506997;1.000895;-52.000000;11.016774
0.507997;1.000895;-53.750000;11.014288
0.508997;1.000911;-51.750000;11.011835
0.509997;1.000909;-51.250000;11.009418
0.510997;1.000908;-51.750000;11.007037
0.511997;1.000921;-53.750000;11.004692
0.512997;1.000921;-54.250000;11.002385
0.513997;1.000929;-52.250000;11.000114
0.514997;1.000918;-52.750000;11.000038
0.515997;1.000898;-52.750000;11.003163
0.516997;1.000879;-53.500000;11.009525
0.517997;1.000876;-52.750000;11.018971
0.518997;1.000854;-53.750000;11.031171
0.519997;1.000854;-54.750000;11.045621
0.520997;1.000874;-53.250000;11.061643
0.521997;1.000872;-54.750000;11.078436
0.522997;1.000871;-58.750000;11.095101
0.523997;1.000884;-57.500000;11.110694
0.524997;1.000886;-57.750000;11.124312
0.525997;1.000887;-60.250000;11.135157
0.526997;1.000896;-58.250000;11.142565
0.527997;1.000876;-57.250000;11.146057
0.528997;1.000857;-59.250000;11.145367
0.529997;1.000860;-60.000000;11.142923
0.530997;1.000867;-59.500000;11.140492
0.531997;1.000872;-61.000000;11.138072
0.532997;1.000860;-61.000000;11.135664
0.533997;1.000869;-62.500000;11.133269
0.534997;1.000893;-63.250000;11.130887
0.535997;1.000910;-65.750000;11.128519
0.536997;1.000918;-68.000000;11.126164
0.537997;1.000927;-67.250000;11.123825
0.538997;1.000936;-67.750000;11.121501
0.539997;1.000949;-69.500000;11.119194
0.540997;1.000944;-69.500000;11.116903
0.541997;1.000952;-67.000000;11.114632
0.542997;1.000944;-68.250000;11.112377
0.543997;1.000944;-66.750000;11.110142
0.544997;1.000944;-66.250000;11.107928
0.545997;1.000947;-67.250000;11.105739
0.546997;1.000945;-66.500000;11.103575
0.547997;1.000937;-68.000000;11.101435
0.548997;1.000935;-68.000000;11.099317
0.549996;1.000931;-67.500000;11.097221
0.550996;1.000931;-65.250000;11.095147
0.551996;1.000921;-66.750000;11.093090
0.552996;1.000927;-68.750000;11.091047
0.553996;1.000914;-68.750000;11.089017
0.554996;1.000890;-67.750000;11.086996
0.555996;1.000917;-68.000000;11.084983
0.556996;1.000896;-69.500000;11.082976
0.557996;1.000916;-69.250000;11.080977
0.558996;1.000914;-69.500000;11.078985
0.559996;1.000899;-70.500000;11.077000
0.560996;1.000914;-72.250000;11.075020
0.561996;1.000931;-72.250000;11.073046
0.562996;1.000938;-73.250000;11.071077
0.563996;1.000921;-74.000000;11.069114
0.564996;1.000906;-75.500000;11.067155
0.565996;1.000905;-77.000000;11.065201
0.566996;1.000911;-78.250000;11.063251
0.567996;1.000909;-79.250000;11.061304
0.568996;1.000923;-77.250000;11.059361
0.569996;1.000948;-79.000000;11.057422
0.570996;1.000916;-79.250000;11.055486
0.571996;1.000911;-78.500000;11.053551
0.572996;1.000912;-78.500000;11.051620
0.573996;1.000905;-78.250000;11.049690
0.574996;1.000898;-78.500000;11.047763
0.575996;1.000885;-78.500000;11.045836
0.576996;1.000878;-80.000000;11.043912
0.577996;1.000887;-80.250000;11.041987
0.578996;1.000885;-79.750000;11.040065
0.579996;1.000880;-80.750000;11.038142
0.580996;1.000875;-81.000000;11.036220
0.581996;1.000854;-84.000000;11.034298
0.582996;1.000851;-83.500000;11.033710
0.583996;1.000867;-83.750000;11.035814
0.584996;1.000853;-84.750000;11.040561
0.585996;1.000880;-85.000000;11.047839
0.586996;1.000874;-86.250000;11.057457
0.587996;1.000884;-86.750000;11.069154
0.588996;1.000906;-89.000000;11.082582
0.589996;1.000923;-88.000000;11.097334
0.590996;1.000900;-90.500000;11.112895
0.591996;1.000910;-91.000000;11.128702
0.592996;1.000881;-90.750000;11.144172
0.593996;1.000893;-90.500000;11.158708
0.594996;1.000890;-89.250000;11.171722
0.595996;1.000885;-91.500000;11.182675
0.596996;1.000865;-90.500000;11.191087
0.597996;1.000863;-91.500000;11.196577
0.598996;1.000849;-91.750000;11.199790
0.599996;1.000851;-93.750000;11.211427
0.600996;1.000867;-94.750000;11.233004
0.601996;1.000885;-95.750000;11.265885
0.602996;1.000899;-96.250000;11.309496
0.603996;1.000904;-96.250000;11.362974
0.604996;1.000901;-96.250000;11.425150
0.605996;1.000910;-96.000000;11.494553
0.606996;1.000894;-95.250000;11.569409
0.607996;1.000882;-96.500000;11.648633
0.608996;1.000879;-97.750000;11.733335
0.609996;1.000917;-96.500000;11.821768
0.610996;1.000920;-98.250000;11.911758
0.611996;1.000919;-98.500000;12.000793
0.612996;1.000932;-97.250000;12.086090
0.613996;1.000961;-99.000000;12.164706
0.614996;1.000973;-99.250000;12.233685
0.615996;1.000975;-100.500000;12.290138
0.616996;1.000983;-99.750000;12.331394
0.617996;1.000980;-100.500000;12.360126
0.618996;1.000976;-100.750000;12.385058
0.619996;1.000971;-100.000000;12.404392
0.620996;1.001009;-101.500000;12.416679
0.621996;1.001008;-102.500000;12.420866
0.622996;1.001026;-103.250000;12.416373
0.623996;1.001025;-100.750000;12.409798
0.624996;1.001017;-103.750000;12.403210
0.625996;1.001053;-103.250000;12.396610
0.626996;1.001051;-103.750000;12.389999
0.627995;1.001084;-103.250000;12.383377
0.628995;1.001092;-104.000000;12.376748
0.629995;1.001097;-105.000000;12.370107
0.630995;1.001093;-106.000000;12.363458
0.631995;1.001084;-105.000000;12.356799
0.632995;1.001104;-105.750000;12.350135
0.633995;1.001084;-107.000000;12.343462
0.634995;1.001084;-106.000000;12.336782
0.635995;1.001064;-107.250000;12.330095
0.636995;1.001066;-112.500000;12.323408
0.637995;1.001062;-109.750000;12.316726
0.638995;1.001116;-109.250000;12.310055
0.639995;1.001124;-111.750000;12.303402
0.640995;1.001119;-114.250000;12.296768
0.641995;1.001115;-113.250000;12.290160
0.642995;1.001124;-111.500000;12.283580
0.643995;1.001108;-114.500000;12.277027
0.644995;1.001114;-112.750000;12.270505
0.645995;1.001111;-112.250000;12.264011
0.646995;1.001094;-113.000000;12.257546
0.647995;1.001107;-111.750000;12.251108
0.648995;1.001085;-112.750000;12.244693
0.649995;1.001067;-111.750000;12.238299
0.650995;1.001070;-114.250000;12.231923
0.651995;1.001068;-111.750000;12.225569
0.652995;1.001055;-113.000000;12.219250
0.653995;1.001061;-115.000000;12.212981
0.654995;1.001051;-115.000000;12.206775
0.655995;1.001064;-116.000000;12.200643
0.656995;1.001074;-119.000000;12.194595
0.657995;1.001089;-118.500000;12.188640
0.658995;1.001108;-116.250000;12.182775
0.659995;1.001120;-118.500000;12.177000
0.660995;1.001123;-118.500000;12.171305
0.661995;1.001124;-119.250000;12.165682
0.662995;1.001141;-120.500000;12.160116
0.663995;1.001143;-121.250000;12.154596
0.664995;1.001133;-121.250000;12.149106
0.665995;1.001142;-123.750000;12.143629
0.666995;1.001163;-123.250000;12.138160
0.667995;1.001154;-123.750000;12.132696
0.668995;1.001130;-124.250000;12.127240
